product_id,product_name,category,brand,cost_price,selling_price
135,Ipsa,Home,Prestige,3294,5029.03
136,Blanditiis,Books,Pearson,4573,6859.2
137,Unde,Fashion,Levis,1897,2345.58
138,Sapiente,Books,Penguin,3285,4165.59
139,Rem,Books,Pearson,1452,2207.41
140,Vero,Fashion,Nike,3327,4644.31
141,Modi,Electronics,Samsung,3611,4217.11
142,Fuga,Books,Penguin,511,628.57
143,Est,Home,Philips,3824,4831.33
144,Eligendi,Books,Oxford,3553,4356.46
145,Ratione,Electronics,LG,258,380.42
146,Labore,Electronics,Sony,1936,2758.94
147,Excepturi,Electronics,Samsung,2125,2549.32
148,Deleniti,Electronics,Apple,2054,2389.03
149,Id,Electronics,Apple,3909,5667.0
150,Officia,Home,Philips,1038,1545.47
151,Ea,Fashion,Puma,985,1368.5
152,Maiores,Home,Milton,3349,5260.39
153,Vel,Fashion,Nike,4950,7154.27
154,Aspernatur,Fashion,Nike,2570,3919.63
155,Maiores,Groceries,Aashirvaad,4736,7062.88
156,Quibusdam,Home,Milton,3135,3556.59
157,Ex,Home,IKEA,3541,5351.04
158,Et,Electronics,LG,3067,4348.37
159,Exercitationem,Books,Pearson,1353,1782.91
160,Facilis,Groceries,Tata,4508,6704.84
161,Eligendi,Books,Oxford,4953,6112.98
162,Aliquid,Fashion,Nike,2384,3673.3
163,Voluptas,Fashion,Levis,4768,6699.83
164,Excepturi,Books,Oxford,335,451.3
165,Autem,Home,Philips,4094,4937.61
166,Beatae,Home,Prestige,2390,3680.98
167,Voluptatibus,Home,IKEA,4332,6818.7
168,Maiores,Electronics,Apple,3429,4609.57
169,Velit,Fashion,Levis,4120,5455.24
170,Quia,Electronics,Samsung,2510,3039.1
171,Praesentium,Fashion,Puma,4864,6247.86
172,Necessitatibus,Groceries,Tata,3585,5729.96
173,Aliquam,Groceries,Tata,2982,4328.16
174,Minima,Home,Prestige,2159,2623.77
175,Fugiat,Fashion,Puma,1079,1587.68
176,Maxime,Fashion,Adidas,1872,2750.53
177,Omnis,Home,Prestige,923,1399.56
178,Molestias,Home,Philips,3056,3635.79
179,Voluptas,Electronics,Apple,2347,2635.11
180,Recusandae,Electronics,Sony,1134,1609.07
181,Veniam,Books,Penguin,200,277.41
182,Fugiat,Books,Oxford,3708,4710.47
183,Praesentium,Electronics,Sony,4013,4643.22
184,Iure,Electronics,LG,4128,4693.71
185,Odit,Electronics,Apple,1322,1990.36
186,Natus,Home,IKEA,2133,2472.63
187,Repudiandae,Books,Pearson,4983,7451.43
188,Fugiat,Fashion,Levis,3790,5890.62
189,Tempora,Home,Milton,2601,3600.6
190,Iusto,Electronics,Samsung,1802,2545.79
191,Eligendi,Home,IKEA,1386,1690.83
192,Magni,Groceries,Aashirvaad,1382,1522.05
193,Excepturi,Books,Pearson,4964,6626.72
194,Nostrum,Electronics,Apple,2460,3575.56
195,Maxime,Books,Penguin,2012,3142.65
196,Recusandae,Groceries,Fortune,3582,4145.76
197,Optio,Fashion,Adidas,2276,3444.31
198,Fugit,Electronics,Samsung,1459,2183.12
199,Mollitia,Groceries,Tata,3697,4296.57
200,Molestiae,Home,Milton,2330,3146.05
201,Saepe,Books,Oxford,758,1060.46
202,Provident,Books,Pearson,2740,3841.09
203,Modi,Electronics,Samsung,1975,3122.39
204,At,Groceries,Aashirvaad,2307,3202.4
205,Non,Fashion,Levis,4351,6203.46
206,Eos,Home,Philips,4895,6451.33
207,Hic,Books,Penguin,3950,5032.22
208,Debitis,Home,Prestige,956,1461.6
209,Beatae,Home,Milton,4158,5173.0
210,Dolorum,Books,Pearson,400,530.97
211,Laboriosam,Home,Prestige,2748,3182.08
212,Illo,Books,Pearson,109,155.74
213,Maxime,Groceries,Amul,3485,3927.95
214,Adipisci,Groceries,Tata,4183,5909.34
215,Quidem,Electronics,Apple,2287,3143.73
216,Voluptatem,Home,Milton,4070,4724.1
217,Accusamus,Groceries,Fortune,1397,1753.76
218,Rem,Electronics,LG,863,1046.26
219,Iusto,Electronics,LG,1062,1512.13
220,Sit,Fashion,Levis,2490,3372.55
221,Inventore,Home,Milton,4052,6443.18
222,Quaerat,Fashion,Levis,4615,5410.26
223,Commodi,Fashion,Adidas,671,830.78
224,Laboriosam,Books,Oxford,4259,5253.84
225,Ea,Electronics,Sony,2545,3865.19
226,Natus,Groceries,Amul,1317,1742.75
227,Saepe,Books,Oxford,2823,3884.33
228,Dicta,Groceries,Amul,3830,5999.41
229,Iste,Fashion,Adidas,4784,6178.47
230,Minima,Books,Penguin,2706,3984.19
231,Repellat,Books,Oxford,1346,1813.96
232,Modi,Electronics,Apple,4214,6669.4
233,Nam,Home,IKEA,3706,4261.37
234,Incidunt,Books,Penguin,1280,1670.39
235,Occaecati,Fashion,Nike,3946,5882.55
236,Ducimus,Home,Prestige,3356,4782.03
237,Culpa,Home,Milton,2694,3807.7
238,Excepturi,Books,Pearson,394,555.04
239,Accusantium,Fashion,Puma,1963,2892.25
240,Odit,Books,Penguin,923,1220.06
241,Harum,Home,IKEA,476,600.8
242,Deleniti,Electronics,Sony,3036,3908.61
243,Excepturi,Fashion,Adidas,4451,5813.12
244,Maxime,Fashion,Adidas,1534,1747.97
245,Repudiandae,Books,Pearson,2072,2794.78
246,Cumque,Groceries,Fortune,2002,2663.81
247,Fugiat,Home,Milton,2191,3140.62
248,Ducimus,Books,Oxford,4577,5396.23
249,Molestiae,Books,Oxford,4913,6139.17
250,Cupiditate,Books,Pearson,2148,2853.44
251,Illo,Home,Philips,3251,4963.2
252,Asperiores,Electronics,Apple,3224,4468.34
253,Vel,Groceries,Tata,2518,2797.42
254,Fuga,Books,Oxford,166,229.57
255,Totam,Electronics,LG,2444,3636.36
256,Quisquam,Fashion,Puma,1894,2686.28
257,Reprehenderit,Groceries,Tata,1220,1725.23
258,Eius,Electronics,Sony,3711,4144.01
259,Expedita,Home,Philips,838,1302.93
260,Dolore,Home,Milton,1538,1846.21
261,Nesciunt,Groceries,Tata,4448,6008.79
262,Cum,Home,Philips,2205,3433.24
263,Incidunt,Books,Oxford,2874,4317.08
264,Ipsum,Books,Penguin,1253,1850.78
265,Ipsa,Fashion,Levis,4665,5984.67
266,Error,Books,Penguin,2266,3100.54
267,Aspernatur,Books,Oxford,2247,3128.45
268,Odio,Home,IKEA,2015,2691.51
269,Reiciendis,Groceries,Tata,1913,2723.78
270,Neque,Books,Pearson,2575,3668.4
271,Est,Electronics,Apple,471,740.94
272,Unde,Home,Milton,1051,1207.17
273,Officia,Groceries,Fortune,3283,4355.96
274,Et,Groceries,Amul,4911,7224.74
275,Corporis,Fashion,Levis,911,1381.85
276,Vero,Groceries,Amul,2391,2669.21
277,Ad,Home,Philips,3732,4935.0
278,Aliquam,Fashion,Puma,913,1452.09
279,Quibusdam,Home,Prestige,596,774.25
280,Tenetur,Fashion,Nike,3825,4382.83
281,Vitae,Fashion,Nike,514,767.61
282,Cupiditate,Fashion,Adidas,4725,5682.3
283,Possimus,Groceries,Fortune,4903,5922.7
284,Quia,Fashion,Puma,1308,1954.57
285,Magnam,Groceries,Aashirvaad,2371,3625.74
286,Doloremque,Fashion,Adidas,4525,5544.61
287,Dicta,Fashion,Nike,311,362.6
288,Cumque,Home,Philips,4923,6212.26
289,Beatae,Fashion,Puma,529,615.43
290,Maxime,Books,Pearson,1031,1518.49
291,Quo,Books,Oxford,3065,4158.04
292,Occaecati,Electronics,LG,4227,5117.95
293,Consectetur,Groceries,Aashirvaad,4371,5467.31
294,Quos,Electronics,Samsung,4023,6129.64
295,Hic,Books,Pearson,984,1323.61
296,Ipsum,Books,Penguin,761,959.66
297,Dolore,Fashion,Nike,1133,1402.1
298,Eos,Groceries,Tata,3220,5143.35
299,Magni,Groceries,Tata,3816,5162.19
300,Unde,Books,Penguin,1037,1582.87
301,Hic,Groceries,Fortune,3623,4803.29
302,Dolorum,Fashion,Levis,2876,4353.43
303,Non,Books,Oxford,878,1103.01
304,Quae,Home,Prestige,3166,4992.14
305,Officia,Books,Penguin,847,1283.96
306,Facilis,Electronics,LG,891,1311.81
307,Fugiat,Home,Philips,4657,5262.37
308,Vero,Groceries,Tata,1101,1437.25
309,Totam,Books,Pearson,521,825.37
310,Veritatis,Groceries,Tata,2980,3432.36
311,Praesentium,Groceries,Fortune,1367,1952.58
312,Architecto,Fashion,Nike,2968,4519.33
313,Culpa,Home,IKEA,2382,3303.95
314,Praesentium,Books,Pearson,4660,5187.17
315,Earum,Home,IKEA,1577,1950.17
316,Temporibus,Home,Prestige,2975,3281.58
317,Dolorem,Fashion,Levis,670,784.53
318,Tenetur,Electronics,Samsung,4445,5367.63
319,Veritatis,Books,Oxford,2892,3408.81
320,Alias,Home,Prestige,4749,6639.63
321,Voluptate,Electronics,Apple,1389,2051.86
322,Quia,Electronics,Samsung,2329,3077.91
323,Neque,Books,Oxford,3721,4863.69
324,Laboriosam,Fashion,Nike,2927,3848.88
325,Dignissimos,Home,Milton,4416,6330.63
326,Est,Electronics,Apple,3337,5313.25
327,Numquam,Electronics,Samsung,1774,2218.76
328,Officiis,Fashion,Adidas,2193,2729.68
329,Odio,Electronics,Samsung,4174,6150.42
330,Delectus,Fashion,Adidas,3214,4391.26
331,Repellat,Fashion,Puma,690,895.99
332,Non,Electronics,LG,253,336.46
333,Natus,Electronics,Sony,4816,6331.32
334,Vero,Books,Pearson,3521,4382.79
335,Iste,Books,Penguin,2760,3273.18
336,Nemo,Groceries,Amul,3064,3505.41
337,Eaque,Electronics,Apple,3669,5116.18
338,Earum,Groceries,Aashirvaad,3342,5130.85
339,Omnis,Home,Philips,2828,4212.47
340,A,Electronics,Samsung,4446,6024.22
341,Culpa,Home,Prestige,1309,1594.54
342,Hic,Fashion,Puma,1716,2036.46
343,Assumenda,Fashion,Nike,1551,2443.83
344,Tenetur,Books,Oxford,4718,6982.35
345,Aperiam,Books,Pearson,4724,6715.15
346,Suscipit,Groceries,Tata,2689,3160.86
347,Voluptates,Electronics,LG,3722,5269.21
348,Magnam,Home,IKEA,2983,4037.99
349,Dolor,Home,Milton,3802,4253.69
350,Nulla,Home,Prestige,728,1035.46
351,Quidem,Electronics,LG,3890,5407.74
352,At,Electronics,LG,4783,6820.17
353,Alias,Home,Milton,4207,4945.04
354,Maxime,Electronics,LG,947,1425.69
355,Itaque,Home,IKEA,4233,6023.83
356,Totam,Electronics,Apple,3686,5880.99
357,Quas,Groceries,Fortune,3081,3963.48
358,Unde,Home,Milton,3448,5127.98
359,Aperiam,Groceries,Aashirvaad,2841,3218.73
360,Amet,Electronics,LG,2427,2975.5
361,Alias,Groceries,Fortune,2830,3228.33
362,Distinctio,Fashion,Puma,2641,4182.94
363,Perspiciatis,Books,Penguin,4974,7234.27
364,Vero,Electronics,Sony,4678,6026.85
365,Dolorum,Home,Philips,4412,5059.36
366,Debitis,Books,Pearson,3064,3398.33
367,At,Home,Philips,1854,2356.19
368,Ipsa,Books,Penguin,1955,3127.98
369,Ea,Fashion,Nike,2523,3840.55
370,Ipsum,Electronics,Samsung,2858,4396.17
371,Officiis,Groceries,Fortune,4992,6431.49
372,Ut,Fashion,Adidas,1456,2126.62
373,Earum,Electronics,LG,3084,4435.35
374,Cumque,Fashion,Levis,2434,3593.06
375,Nisi,Books,Penguin,4474,5456.42
376,Alias,Books,Penguin,3113,4480.08
377,Sed,Groceries,Amul,3882,5763.68
378,Incidunt,Books,Pearson,4420,5787.24
379,Eum,Fashion,Adidas,1233,1894.51
380,Rem,Electronics,LG,3140,4324.63
381,Voluptate,Electronics,Samsung,2435,2780.62
382,Cupiditate,Fashion,Puma,3780,5869.03
383,Esse,Fashion,Levis,851,1338.8
384,Nam,Fashion,Levis,2963,4637.79
385,Quia,Books,Penguin,3347,4521.81
386,Sunt,Fashion,Levis,768,988.77
387,Voluptate,Electronics,Sony,911,1384.34
388,Commodi,Home,Philips,1227,1373.2
389,Possimus,Books,Pearson,1236,1828.56
390,Doloremque,Books,Oxford,143,222.07
391,Aliquid,Electronics,Sony,1866,2831.62
392,Eius,Groceries,Amul,1010,1502.97
393,Cupiditate,Fashion,Puma,1098,1234.01
394,Eius,Books,Pearson,3844,4349.12
395,Minus,Books,Pearson,4491,4977.01
396,Soluta,Groceries,Fortune,1276,1589.43
397,Laborum,Electronics,Sony,2070,2867.64
398,Laudantium,Fashion,Nike,4388,6965.19
399,Voluptatum,Electronics,Samsung,3298,5067.92
400,Dolor,Electronics,LG,3158,3874.31
401,Quas,Electronics,Sony,653,830.88
402,Mollitia,Electronics,Sony,1192,1337.62
403,Dolorum,Groceries,Tata,1534,2324.3
404,Alias,Books,Pearson,4020,5691.79
405,Sapiente,Fashion,Nike,3849,4305.08
406,Tenetur,Fashion,Nike,1734,2675.38
407,Ea,Home,Prestige,4322,5614.76
408,Repellat,Groceries,Amul,2175,2432.33
409,Suscipit,Fashion,Puma,3024,4629.95
410,Placeat,Electronics,Sony,2338,2717.31
411,Expedita,Home,Milton,3376,4968.3
412,Laborum,Books,Oxford,1630,2197.41
413,Debitis,Books,Oxford,4353,5368.82
414,Minima,Electronics,LG,746,981.22
415,Sint,Fashion,Puma,2731,3144.2
416,Libero,Home,Prestige,2610,3452.92
417,Unde,Books,Penguin,3736,4766.29
418,Vero,Electronics,Sony,3663,4532.15
419,Error,Electronics,Samsung,3427,4392.23
420,Ex,Fashion,Nike,1269,1934.38
421,Dignissimos,Books,Penguin,1134,1285.52
422,Dolores,Home,Prestige,3236,5095.84
423,Distinctio,Electronics,Apple,3785,5959.15
424,Tempore,Home,Milton,729,1011.09
425,Voluptate,Groceries,Tata,3360,4224.17
426,Numquam,Home,Philips,1029,1145.23
427,Eum,Fashion,Levis,4341,5615.06
428,Voluptates,Groceries,Aashirvaad,2244,3337.91
429,Sint,Books,Penguin,2439,3529.21
430,Eaque,Books,Penguin,1104,1289.32
431,Quasi,Electronics,LG,1514,2345.7
432,Sed,Books,Penguin,2718,3897.39
433,Sequi,Electronics,Sony,2557,3901.17
434,Doloribus,Fashion,Puma,4267,5172.12
435,A,Fashion,Adidas,2039,3048.69
436,Illo,Electronics,Sony,4638,6428.91
437,Maiores,Books,Pearson,1163,1635.15
438,Pariatur,Electronics,Samsung,2633,3420.48
439,Voluptas,Books,Pearson,3465,5144.08
440,Voluptate,Groceries,Aashirvaad,1126,1786.05
441,Est,Electronics,LG,3916,5639.25
442,Libero,Home,Philips,4616,6554.24
443,Et,Fashion,Adidas,3644,4924.62
444,Delectus,Electronics,Samsung,4344,5110.75
445,Eum,Fashion,Adidas,2743,4299.29
446,Nisi,Fashion,Puma,4350,6731.46
447,Nobis,Electronics,Sony,1708,2421.14
448,Commodi,Groceries,Tata,1125,1589.08
449,Quae,Groceries,Aashirvaad,4217,5990.22
450,Laudantium,Groceries,Fortune,1502,2146.91
451,Aliquid,Groceries,Tata,4717,5285.86
452,Optio,Electronics,Samsung,472,743.06
453,Nam,Groceries,Tata,1826,2708.83
454,Consectetur,Books,Pearson,348,469.46
455,Architecto,Groceries,Tata,2574,3452.95
456,Quod,Books,Oxford,3815,4335.7
457,Officia,Electronics,Apple,3701,4840.21
458,Aperiam,Books,Penguin,2886,4050.01
459,Quaerat,Home,Prestige,2929,4650.34
460,Ea,Fashion,Puma,4318,5962.4
461,Molestias,Home,Philips,3921,4553.3
462,Sequi,Books,Penguin,1254,1440.1
463,Praesentium,Home,Milton,3525,4315.08
464,Cumque,Fashion,Puma,4832,7057.45
465,Quae,Fashion,Adidas,4181,6681.17
466,Dolore,Books,Oxford,2627,3543.0
467,Eligendi,Electronics,LG,4240,5633.33
468,Modi,Fashion,Adidas,4878,6226.51
469,Amet,Electronics,Sony,4154,5810.45
470,Consequuntur,Books,Oxford,4496,4963.98
471,Accusantium,Electronics,LG,1197,1844.85
472,Porro,Home,Milton,3097,3476.76
473,Cupiditate,Electronics,Apple,3069,4224.82
474,Dolor,Electronics,LG,4230,5605.5
475,Nam,Groceries,Tata,1073,1249.33
476,Consequuntur,Electronics,LG,3157,4727.45
477,Libero,Home,Prestige,1281,1536.6
478,Tenetur,Groceries,Amul,4196,4700.05
479,Quod,Electronics,Apple,2828,4247.61
480,Est,Groceries,Amul,1320,1852.13
481,Quos,Groceries,Fortune,2786,4362.0
482,Veritatis,Home,Philips,3319,5294.83
483,Ratione,Home,Prestige,4255,6442.69
484,Suscipit,Groceries,Amul,4711,5888.26
485,Ducimus,Electronics,Sony,2813,4042.01
486,Voluptatibus,Books,Pearson,2620,3925.75
487,Commodi,Electronics,LG,2275,3602.54
488,Possimus,Groceries,Fortune,520,723.72
489,Vel,Fashion,Levis,1310,1979.19
490,Suscipit,Fashion,Nike,4790,7539.95
491,Nostrum,Electronics,Apple,255,336.73
492,Voluptatum,Books,Penguin,3482,5032.36
493,Fuga,Books,Pearson,3963,6088.79
494,Quibusdam,Electronics,Apple,4349,5234.76
495,Facilis,Home,Milton,4404,5674.17
496,Necessitatibus,Fashion,Levis,4467,5678.29
497,Perferendis,Home,Prestige,4066,4863.47
498,Eligendi,Fashion,Puma,4671,5835.24
499,Itaque,Home,Prestige,1798,2598.33
500,Numquam,Books,Oxford,4030,5135.84
