order_item_id,order_id,product_id,quantity,selling_price
98,39,92,3,4206.66
99,39,431,2,2345.7
100,40,316,3,3281.58
101,41,438,3,3420.48
102,41,499,4,2598.33
103,41,277,4,4935.0
104,41,63,4,639.04
105,41,178,3,3635.79
106,42,187,1,7451.43
107,43,331,3,895.99
108,43,38,2,1645.79
109,44,182,2,4710.47
110,44,353,2,4945.04
111,44,402,4,1337.62
112,44,217,2,1753.76
113,45,109,2,2146.83
114,45,198,1,2183.12
115,45,162,2,3673.3
116,45,200,3,3146.05
117,45,488,2,723.72
118,46,76,3,3624.25
119,46,219,3,1512.13
120,47,426,1,1145.23
121,47,36,4,3194.46
122,47,453,4,2708.83
123,47,187,4,7451.43
124,47,411,3,4968.3
125,48,106,4,1635.06
126,48,352,4,6820.17
127,48,487,3,3602.54
128,48,246,3,2663.81
129,49,46,3,922.81
130,49,186,2,2472.63
131,50,142,1,628.57
132,50,272,3,1207.17
133,50,352,4,6820.17
134,50,317,2,784.53
135,50,351,1,5407.74
136,51,346,3,3160.86
137,51,122,3,1788.84
138,52,137,3,2345.58
139,52,138,4,4165.59
140,53,216,1,4724.1
141,53,14,1,1195.89
142,53,27,4,1911.35
143,54,175,3,1587.68
144,55,375,1,5456.42
145,55,280,2,4382.83
146,55,207,2,5032.22
147,55,493,2,6088.79
148,56,254,3,229.57
149,56,221,3,6443.18
150,57,81,3,3349.11
151,57,147,3,2549.32
152,57,416,4,3452.92
153,57,332,3,336.46
154,57,123,3,5238.56
155,58,181,3,277.41
156,58,24,4,6433.86
157,58,240,3,1220.06
158,58,79,3,2892.49
159,58,439,3,5144.08
160,59,423,3,5959.15
161,60,169,1,5455.24
162,60,214,3,5909.34
163,61,487,2,3602.54
164,61,37,1,1174.23
165,61,73,3,958.17
166,61,464,2,7057.45
167,62,459,1,4650.34
168,62,303,4,1103.01
169,62,420,1,1934.38
170,62,323,2,4863.69
171,63,366,1,3398.33
172,63,257,3,1725.23
173,64,341,2,1594.54
174,64,214,4,5909.34
175,65,372,3,2126.62
176,65,170,4,3039.1
177,65,387,1,1384.34
178,65,169,2,5455.24
179,66,164,3,451.3
180,66,128,3,2947.92
181,67,109,3,2146.83
182,67,338,2,5130.85
183,67,118,3,4371.63
184,68,396,1,1589.43
185,68,4,2,5633.67
186,68,373,4,4435.35
187,68,70,2,2952.71
188,68,447,1,2421.14
189,69,414,4,981.22
190,69,277,4,4935.0
191,69,320,2,6639.63
192,69,252,1,4468.34
193,70,408,4,2432.33
194,70,268,1,2691.51
195,70,129,2,1449.29
196,70,386,2,988.77
197,70,105,3,4056.14
198,71,286,4,5544.61
199,71,294,2,6129.64
200,71,239,1,2892.25
201,71,7,4,1658.11
202,72,261,2,6008.79
203,72,443,1,4924.62
204,72,232,1,6669.4
205,73,144,2,4356.46
206,73,243,2,5813.12
207,73,300,1,1582.87
208,73,421,2,1285.52
209,73,109,3,2146.83
210,74,18,4,3961.8
211,75,120,3,2247.59
212,75,494,3,5234.76
213,76,18,1,3961.8
214,76,189,3,3600.6
215,76,81,1,3349.11
216,77,112,1,5163.37
217,77,101,3,1381.51
218,77,197,1,3444.31
219,77,437,1,1635.15
220,78,387,4,1384.34
221,78,283,2,5922.7
222,78,348,4,4037.99
223,79,139,3,2207.41
224,79,190,4,2545.79
225,79,120,4,2247.59
226,79,187,2,7451.43
227,79,407,1,5614.76
228,80,30,4,1495.61
229,80,270,2,3668.4
230,80,58,4,685.74
231,80,330,2,4391.26
232,81,186,2,2472.63
233,81,40,1,2870.78
234,81,98,3,5554.21
235,82,390,3,222.07
236,82,457,4,4840.21
237,82,342,3,2036.46
238,83,402,3,1337.62
239,84,495,4,5674.17
240,84,401,3,830.88
241,84,200,2,3146.05
242,84,344,1,6982.35
243,84,158,1,4348.37
244,85,410,3,2717.31
245,85,261,4,6008.79
246,85,333,2,6331.32
247,86,162,3,3673.3
248,86,38,3,1645.79
249,87,242,3,3908.61
250,87,425,3,4224.17
251,87,358,1,5127.98
252,88,53,2,1636.05
253,89,26,2,5756.04
254,89,429,1,3529.21
255,90,65,3,1839.77
256,90,402,1,1337.62
257,90,414,2,981.22
258,90,421,1,1285.52
259,90,459,2,4650.34
260,91,403,3,2324.3
261,92,317,2,784.53
262,92,153,1,7154.27
263,92,140,2,4644.31
264,92,435,1,3048.69
265,92,133,2,7682.68
266,93,196,2,4145.76
267,93,299,1,5162.19
268,94,206,3,6451.33
269,94,205,1,6203.46
270,95,174,4,2623.77
271,95,451,4,5285.86
272,95,498,4,5835.24
273,95,314,1,5187.17
274,96,184,2,4693.71
275,96,272,2,1207.17
276,96,20,2,543.91
277,96,479,4,4247.61
278,97,225,4,3865.19
279,97,327,3,2218.76
280,97,320,1,6639.63
281,97,482,1,5294.83
282,98,457,4,4840.21
283,99,474,2,5605.5
284,99,318,3,5367.63
285,99,317,3,784.53
286,99,351,4,5407.74
287,100,297,3,1402.1
288,100,398,3,6965.19
289,101,201,1,1060.46
290,101,398,1,6965.19
291,101,360,2,2975.5
292,101,333,1,6331.32
293,101,498,2,5835.24
294,102,256,3,2686.28
295,102,82,2,5405.87
296,102,408,1,2432.33
297,103,354,2,1425.69
298,104,244,2,1747.97
299,104,332,3,336.46
300,104,282,2,5682.3
301,105,329,3,6150.42
302,105,271,4,740.94
303,105,496,4,5678.29
304,105,259,2,1302.93
305,106,138,1,4165.59
306,106,234,4,1670.39
307,106,50,4,4659.51
308,106,356,3,5880.99
309,107,206,3,6451.33
310,107,162,3,3673.3
311,107,324,1,3848.88
312,107,444,2,5110.75
313,108,327,3,2218.76
314,109,312,2,4519.33
315,109,275,2,1381.85
316,109,493,1,6088.79
317,109,473,1,4224.82
318,109,133,3,7682.68
319,110,118,4,4371.63
320,110,447,2,2421.14
321,110,51,1,775.58
322,111,432,3,3897.39
323,111,201,3,1060.46
324,111,200,2,3146.05
325,112,423,1,5959.15
326,112,500,4,5135.84
327,113,279,3,774.25
328,113,451,3,5285.86
329,113,338,3,5130.85
330,113,71,1,4208.53
331,113,121,2,704.52
332,114,146,3,2758.94
333,114,286,3,5544.61
334,114,76,1,3624.25
335,114,160,3,6704.84
336,115,442,2,6554.24
337,115,264,4,1850.78
338,115,158,1,4348.37
339,115,75,4,3885.28
340,115,231,2,1813.96
341,116,159,3,1782.91
342,116,175,2,1587.68
343,117,107,2,4351.35
344,117,149,4,5667.0
345,117,25,4,6342.54
346,117,301,1,4803.29
347,117,194,1,3575.56
348,118,353,4,4945.04
349,119,20,2,543.91
350,119,180,3,1609.07
351,119,315,3,1950.17
352,120,425,2,4224.17
353,120,463,1,4315.08
354,120,70,3,2952.71
355,121,277,2,4935.0
356,121,414,4,981.22
357,122,178,3,3635.79
358,123,312,4,4519.33
359,124,482,4,5294.83
360,124,263,1,4317.08
361,125,359,2,3218.73
362,125,406,4,2675.38
363,125,235,3,5882.55
364,125,311,2,1952.58
365,126,89,1,4465.7
366,127,393,1,1234.01
367,127,307,2,5262.37
368,127,271,3,740.94
369,128,360,4,2975.5
370,129,199,2,4296.57
371,129,483,4,6442.69
372,129,454,4,469.46
373,129,378,1,5787.24
374,129,188,1,5890.62
375,130,334,3,4382.79
376,130,362,1,4182.94
377,130,283,3,5922.7
378,131,59,1,3551.72
379,131,265,3,5984.67
380,131,229,3,6178.47
381,131,398,2,6965.19
382,131,74,3,1856.46
383,132,244,4,1747.97
384,132,155,3,7062.88
385,132,281,1,767.61
386,132,120,3,2247.59
387,132,94,1,637.72
388,133,4,4,5633.67
389,133,270,1,3668.4
390,133,162,3,3673.3
391,134,458,4,4050.01
392,135,195,3,3142.65
393,135,164,1,451.3
394,135,417,3,4766.29
395,135,73,4,958.17
396,136,201,2,1060.46
397,136,424,2,1011.09
398,136,93,1,2629.61
399,136,250,2,2853.44
400,136,302,4,4353.43
401,137,101,1,1381.51
402,137,95,1,4933.59
403,137,126,4,5865.84
404,137,474,3,5605.5
405,137,276,1,2669.21
406,138,457,4,4840.21
407,138,212,4,155.74
408,138,1,2,2876.42
409,139,335,1,3273.18
410,139,225,3,3865.19
411,140,127,1,4216.76
412,140,265,3,5984.67
413,140,410,1,2717.31
414,140,323,3,4863.69
415,141,273,2,4355.96
416,141,339,3,4212.47
417,141,448,2,1589.08
418,141,359,4,3218.73
419,141,488,4,723.72
420,142,44,4,5953.73
421,142,434,3,5172.12
422,142,429,1,3529.21
423,142,276,4,2669.21
424,143,466,2,3543.0
425,143,11,4,5761.74
426,143,13,3,2922.53
427,144,240,4,1220.06
428,144,250,4,2853.44
429,144,404,3,5691.79
430,144,243,4,5813.12
431,145,80,4,2551.1
432,145,277,1,4935.0
433,146,41,3,5380.63
434,146,268,2,2691.51
435,146,379,4,1894.51
436,146,176,1,2750.53
437,147,231,1,1813.96
438,148,165,3,4937.61
439,148,120,3,2247.59
440,148,217,2,1753.76
441,148,145,3,380.42
442,149,290,4,1518.49
443,150,303,4,1103.01
444,151,300,4,1582.87
445,151,430,3,1289.32
446,151,61,4,1634.69
447,151,336,2,3505.41
448,151,163,3,6699.83
449,152,369,2,3840.55
450,152,160,3,6704.84
451,152,81,2,3349.11
452,152,317,2,784.53
453,153,234,1,1670.39
454,153,271,1,740.94
455,153,133,1,7682.68
456,154,285,1,3625.74
457,155,38,2,1645.79
458,155,124,1,6069.73
459,156,65,1,1839.77
460,156,41,3,5380.63
461,156,98,1,5554.21
462,157,148,1,2389.03
463,158,167,2,6818.7
464,159,498,1,5835.24
465,160,201,3,1060.46
466,160,238,4,555.04
467,160,294,3,6129.64
468,160,29,1,5434.79
469,161,120,4,2247.59
470,161,33,4,6626.78
471,161,110,1,6959.37
472,162,387,3,1384.34
473,162,301,2,4803.29
474,162,43,2,791.88
475,162,456,1,4335.7
476,162,243,2,5813.12
477,163,213,2,3927.95
478,164,8,3,1108.08
479,164,213,2,3927.95
480,164,295,3,1323.61
481,165,157,1,5351.04
482,165,13,1,2922.53
483,165,292,4,5117.95
484,165,364,1,6026.85
485,166,472,2,3476.76
486,166,485,4,4042.01
487,166,399,3,5067.92
488,166,348,4,4037.99
489,166,296,3,959.66
490,167,387,4,1384.34
491,167,32,3,4203.79
492,168,249,3,6139.17
493,168,204,3,3202.4
494,169,433,3,3901.17
495,169,495,4,5674.17
496,170,94,2,637.72
497,171,86,1,4346.28
498,171,473,3,4224.82
499,171,453,3,2708.83
500,171,133,4,7682.68
501,172,183,4,4643.22
502,172,30,2,1495.61
503,172,201,1,1060.46
504,172,445,4,4299.29
505,173,348,4,4037.99
506,173,117,2,924.08
507,174,330,2,4391.26
508,174,308,1,1437.25
509,175,24,4,6433.86
510,175,494,1,5234.76
511,175,83,4,4207.1
512,175,55,2,5294.38
513,175,276,2,2669.21
514,176,447,3,2421.14
515,176,166,3,3680.98
516,176,456,2,4335.7
517,177,209,4,5173.0
518,177,146,3,2758.94
519,177,306,1,1311.81
520,177,221,2,6443.18
521,177,234,1,1670.39
522,178,494,3,5234.76
523,178,94,4,637.72
524,179,101,1,1381.51
525,179,43,2,791.88
526,179,227,3,3884.33
527,179,480,3,1852.13
528,179,359,1,3218.73
529,180,103,4,5044.44
530,180,206,2,6451.33
531,181,98,2,5554.21
532,181,66,4,3951.93
533,181,1,3,2876.42
534,181,307,3,5262.37
535,182,76,3,3624.25
536,183,380,1,4324.63
537,183,62,3,7110.36
538,183,25,3,6342.54
539,183,108,4,2189.38
540,184,131,1,4351.85
541,184,437,3,1635.15
542,184,191,2,1690.83
543,185,388,2,1373.2
544,185,74,4,1856.46
545,185,493,1,6088.79
546,185,186,4,2472.63
547,186,253,2,2797.42
548,187,179,2,2635.11
549,187,227,1,3884.33
550,188,169,1,5455.24
551,189,59,4,3551.72
552,189,110,1,6959.37
553,190,122,4,1788.84
554,190,76,2,3624.25
555,190,319,3,3408.81
556,190,6,4,2038.84
557,191,467,3,5633.33
558,191,433,2,3901.17
559,191,435,1,3048.69
560,192,297,2,1402.1
561,192,457,2,4840.21
562,192,346,2,3160.86
563,192,65,2,1839.77
564,192,129,1,1449.29
565,193,68,1,5048.98
566,193,403,4,2324.3
567,194,137,1,2345.58
568,194,20,2,543.91
569,194,233,3,4261.37
570,194,439,2,5144.08
571,194,365,2,5059.36
572,195,218,2,1046.26
573,195,290,2,1518.49
574,196,279,2,774.25
575,196,351,2,5407.74
576,196,177,3,1399.56
577,196,10,3,1780.12
578,197,89,3,4465.7
579,197,285,1,3625.74
580,198,73,1,958.17
581,198,320,2,6639.63
582,198,144,1,4356.46
583,198,36,3,3194.46
584,199,348,3,4037.99
585,199,160,2,6704.84
586,199,341,2,1594.54
587,199,181,2,277.41
588,199,356,2,5880.99
589,200,138,2,4165.59
590,200,339,3,4212.47
591,201,174,4,2623.77
592,201,40,1,2870.78
593,201,444,4,5110.75
594,201,338,1,5130.85
595,202,102,1,5155.01
596,203,145,4,380.42
597,203,64,2,5245.29
598,203,434,2,5172.12
599,203,80,1,2551.1
600,203,6,2,2038.84
601,204,100,4,7678.63
602,204,362,3,4182.94
603,205,149,1,5667.0
604,205,81,3,3349.11
605,206,194,3,3575.56
606,206,378,3,5787.24
607,206,101,3,1381.51
608,207,474,2,5605.5
609,207,207,2,5032.22
610,207,438,4,3420.48
611,207,148,1,2389.03
612,208,405,3,4305.08
613,209,488,4,723.72
614,209,97,3,3649.64
615,209,276,3,2669.21
616,209,59,2,3551.72
617,209,357,2,3963.48
618,210,289,4,615.43
619,210,285,2,3625.74
620,210,145,1,380.42
621,211,261,4,6008.79
622,211,269,3,2723.78
623,212,168,3,4609.57
624,212,54,1,3298.92
625,212,194,2,3575.56
626,212,18,4,3961.8
627,212,276,3,2669.21
628,213,307,2,5262.37
629,213,163,1,6699.83
630,214,103,4,5044.44
631,215,361,2,3228.33
632,216,370,4,4396.17
633,217,299,2,5162.19
634,217,319,4,3408.81
635,217,103,4,5044.44
636,217,248,4,5396.23
637,218,137,3,2345.58
638,218,199,4,4296.57
639,218,8,4,1108.08
640,219,197,3,3444.31
641,220,455,2,3452.95
642,220,38,2,1645.79
643,220,293,2,5467.31
644,220,69,3,2687.96
645,221,294,2,6129.64
646,221,453,4,2708.83
647,222,417,1,4766.29
648,222,47,2,2540.64
649,222,79,2,2892.49
650,222,187,3,7451.43
651,222,495,1,5674.17
652,223,336,4,3505.41
653,223,126,3,5865.84
654,223,8,4,1108.08
655,224,331,1,895.99
656,224,374,2,3593.06
657,224,31,4,3335.57
658,224,440,1,1786.05
659,225,84,1,5116.75
660,225,453,4,2708.83
661,226,173,4,4328.16
662,226,12,2,5776.18
663,226,136,3,6859.2
664,226,266,1,3100.54
665,226,33,3,6626.78
666,227,278,2,1452.09
667,227,302,3,4353.43
668,228,185,4,1990.36
669,228,223,3,830.78
670,229,428,1,3337.91
671,229,363,4,7234.27
672,229,171,2,6247.86
673,229,194,4,3575.56
674,230,157,1,5351.04
675,230,279,1,774.25
676,231,408,1,2432.33
677,231,11,1,5761.74
678,231,387,1,1384.34
679,231,453,4,2708.83
680,232,87,3,1282.33
681,232,52,3,2554.22
682,232,109,4,2146.83
683,233,456,4,4335.7
684,233,187,3,7451.43
685,233,265,4,5984.67
686,233,258,2,4144.01
687,234,34,1,1739.97
688,234,49,1,1001.46
689,234,446,4,6731.46
690,235,231,3,1813.96
691,235,380,3,4324.63
692,235,153,3,7154.27
693,235,199,1,4296.57
694,236,419,1,4392.23
695,236,144,4,4356.46
696,236,110,4,6959.37
697,236,441,4,5639.25
698,237,427,1,5615.06
699,237,131,2,4351.85
700,237,175,1,1587.68
701,237,382,2,5869.03
702,237,341,3,1594.54
703,238,444,2,5110.75
704,238,193,2,6626.72
705,238,398,1,6965.19
706,238,135,1,5029.03
707,238,281,2,767.61
708,239,393,3,1234.01
709,239,490,1,7539.95
710,240,256,4,2686.28
711,240,43,1,791.88
712,240,388,3,1373.2
713,240,494,3,5234.76
714,240,259,1,1302.93
715,241,75,2,3885.28
716,241,360,1,2975.5
717,242,437,1,1635.15
718,242,131,2,4351.85
719,243,403,3,2324.3
720,243,456,2,4335.7
721,243,371,1,6431.49
722,244,254,4,229.57
723,244,374,2,3593.06
724,245,137,2,2345.58
725,246,424,3,1011.09
726,246,275,1,1381.85
727,246,374,3,3593.06
728,246,316,1,3281.58
729,246,416,4,3452.92
730,247,95,4,4933.59
731,247,274,2,7224.74
732,247,201,2,1060.46
733,248,175,2,1587.68
734,248,213,4,3927.95
735,249,203,1,3122.39
736,249,356,2,5880.99
737,249,185,2,1990.36
738,249,21,4,773.93
739,249,66,2,3951.93
740,250,1,1,2876.42
741,250,200,1,3146.05
742,250,256,4,2686.28
743,250,200,2,3146.05
744,250,249,1,6139.17
745,251,451,4,5285.86
746,251,80,4,2551.1
747,251,142,4,628.57
748,252,62,1,7110.36
749,252,204,2,3202.4
750,253,55,1,5294.38
751,253,345,4,6715.15
752,253,273,1,4355.96
753,253,474,3,5605.5
754,253,473,4,4224.82
755,254,461,1,4553.3
756,254,488,4,723.72
757,254,185,4,1990.36
758,254,415,4,3144.2
759,255,162,3,3673.3
760,255,415,3,3144.2
761,255,437,1,1635.15
762,256,2,3,5222.22
763,257,203,1,3122.39
764,258,96,3,418.99
765,259,161,2,6112.98
766,259,467,4,5633.33
767,259,76,2,3624.25
768,260,453,3,2708.83
769,260,167,4,6818.7
770,260,349,2,4253.69
771,261,233,1,4261.37
772,262,397,1,2867.64
773,262,196,4,4145.76
774,262,468,2,6226.51
775,262,447,3,2421.14
776,262,177,3,1399.56
777,263,317,2,784.53
778,263,233,1,4261.37
779,264,318,2,5367.63
780,264,261,4,6008.79
781,265,166,4,3680.98
782,265,287,3,362.6
783,266,327,1,2218.76
784,266,40,3,2870.78
785,267,64,4,5245.29
786,267,366,2,3398.33
787,268,451,1,5285.86
788,268,282,1,5682.3
789,269,366,2,3398.33
790,269,167,3,6818.7
791,269,62,1,7110.36
792,270,117,4,924.08
793,270,198,2,2183.12
794,270,69,2,2687.96
795,270,354,4,1425.69
796,271,266,4,3100.54
797,271,437,3,1635.15
798,271,174,4,2623.77
799,271,260,2,1846.21
800,272,200,4,3146.05
801,272,409,4,4629.95
802,272,174,1,2623.77
803,272,328,3,2729.68
804,273,231,1,1813.96
805,273,205,3,6203.46
806,273,254,2,229.57
807,273,340,3,6024.22
808,274,155,3,7062.88
809,274,159,4,1782.91
810,274,67,3,6765.53
811,274,414,1,981.22
812,275,293,4,5467.31
813,275,435,2,3048.69
814,275,477,3,1536.6
815,275,74,4,1856.46
816,275,41,4,5380.63
817,276,443,4,4924.62
818,277,419,4,4392.23
819,277,188,2,5890.62
820,277,36,2,3194.46
821,278,81,1,3349.11
822,278,417,4,4766.29
823,278,99,4,377.4
824,278,217,2,1753.76
825,278,397,4,2867.64
826,279,234,3,1670.39
827,280,207,1,5032.22
828,280,353,1,4945.04
829,281,267,1,3128.45
830,282,121,1,704.52
831,283,79,4,2892.49
832,283,198,2,2183.12
833,283,379,1,1894.51
834,283,179,2,2635.11
835,284,251,2,4963.2
836,284,25,4,6342.54
837,284,343,3,2443.83
838,284,217,1,1753.76
839,285,266,4,3100.54
840,285,213,1,3927.95
841,285,106,2,1635.06
842,285,270,2,3668.4
843,285,75,2,3885.28
844,286,404,1,5691.79
845,286,355,1,6023.83
846,286,494,2,5234.76
847,287,168,2,4609.57
848,287,104,2,673.38
849,288,402,3,1337.62
850,288,355,3,6023.83
851,288,308,3,1437.25
852,288,316,3,3281.58
853,289,437,3,1635.15
854,289,233,3,4261.37
855,289,129,4,1449.29
856,290,316,4,3281.58
857,290,426,4,1145.23
858,291,22,2,2628.43
859,291,105,3,4056.14
860,291,269,3,2723.78
861,291,337,4,5116.18
862,291,155,4,7062.88
863,292,443,4,4924.62
864,293,287,1,362.6
865,293,432,4,3897.39
866,293,55,4,5294.38
867,294,257,4,1725.23
868,294,341,4,1594.54
869,294,218,3,1046.26
870,294,353,2,4945.04
871,294,34,1,1739.97
872,295,96,1,418.99
873,295,365,2,5059.36
874,295,438,4,3420.48
875,295,188,4,5890.62
876,296,229,2,6178.47
877,296,365,2,5059.36
878,296,342,4,2036.46
879,296,82,4,5405.87
880,296,356,1,5880.99
881,297,33,2,6626.78
882,297,184,3,4693.71
883,297,435,2,3048.69
884,297,394,1,4349.12
885,297,140,4,4644.31
886,298,205,4,6203.46
887,298,76,1,3624.25
888,298,325,1,6330.63
889,298,71,2,4208.53
890,298,415,1,3144.2
891,299,329,1,6150.42
892,299,398,2,6965.19
893,300,461,2,4553.3
894,300,500,3,5135.84
895,300,17,1,6553.92
896,300,273,3,4355.96
897,301,34,4,1739.97
898,301,41,1,5380.63
899,301,440,1,1786.05
900,301,474,2,5605.5
901,302,234,2,1670.39
902,302,358,2,5127.98
903,302,290,3,1518.49
904,302,154,1,3919.63
905,303,294,2,6129.64
906,303,362,2,4182.94
907,303,381,3,2780.62
908,303,395,4,4977.01
909,303,93,2,2629.61
910,304,176,3,2750.53
911,304,199,3,4296.57
912,304,128,2,2947.92
913,304,272,4,1207.17
914,304,112,2,5163.37
915,305,212,2,155.74
916,305,412,3,2197.41
917,305,492,1,5032.36
918,305,271,1,740.94
919,305,259,2,1302.93
920,306,146,2,2758.94
921,306,82,1,5405.87
922,306,487,1,3602.54
923,307,223,2,830.78
924,307,93,2,2629.61
925,307,500,1,5135.84
926,308,24,1,6433.86
927,308,215,2,3143.73
928,308,203,1,3122.39
929,308,445,2,4299.29
930,308,87,3,1282.33
931,309,65,4,1839.77
932,309,269,4,2723.78
933,309,314,4,5187.17
934,309,294,4,6129.64
935,310,9,2,3407.08
936,310,414,1,981.22
937,310,340,2,6024.22
938,310,291,1,4158.04
939,310,412,4,2197.41
940,311,9,3,3407.08
941,311,410,1,2717.31
942,312,193,2,6626.72
943,312,255,4,3636.36
944,312,148,3,2389.03
945,312,159,1,1782.91
946,312,266,2,3100.54
947,313,192,4,1522.05
948,313,272,3,1207.17
949,313,186,1,2472.63
950,313,466,3,3543.0
951,314,26,4,5756.04
952,315,79,1,2892.49
953,315,22,3,2628.43
954,315,3,3,394.52
955,315,120,1,2247.59
956,316,180,2,1609.07
957,316,382,1,5869.03
958,316,189,3,3600.6
959,316,402,4,1337.62
960,316,400,3,3874.31
961,317,317,3,784.53
962,317,485,1,4042.01
963,318,213,3,3927.95
964,318,369,1,3840.55
965,318,96,3,418.99
966,318,198,4,2183.12
967,318,407,3,5614.76
968,319,481,2,4362.0
969,319,298,3,5143.35
970,319,170,1,3039.1
971,320,264,1,1850.78
972,321,344,3,6982.35
973,321,174,2,2623.77
974,321,40,4,2870.78
975,321,391,4,2831.62
976,322,383,2,1338.8
977,322,69,3,2687.96
978,323,472,3,3476.76
979,323,348,1,4037.99
980,323,383,2,1338.8
981,323,241,2,600.8
982,324,120,2,2247.59
983,324,180,1,1609.07
984,324,60,2,5163.17
985,325,126,4,5865.84
986,325,356,2,5880.99
987,326,493,3,6088.79
988,326,259,3,1302.93
989,326,470,3,4963.98
990,327,372,1,2126.62
991,327,436,2,6428.91
992,327,3,1,394.52
993,328,311,3,1952.58
994,328,267,2,3128.45
995,328,313,3,3303.95
996,328,334,3,4382.79
997,329,200,4,3146.05
998,329,9,4,3407.08
999,329,111,2,2394.51
1000,329,253,2,2797.42
1001,330,97,4,3649.64
1002,330,294,4,6129.64
1003,330,413,4,5368.82
1004,330,394,2,4349.12
1005,330,58,1,685.74
1006,331,65,3,1839.77
1007,331,490,1,7539.95
1008,331,235,4,5882.55
1009,331,140,2,4644.31
1010,332,11,1,5761.74
1011,332,152,4,5260.39
1012,332,455,4,3452.95
1013,332,435,2,3048.69
1014,332,481,4,4362.0
1015,333,433,3,3901.17
1016,333,399,1,5067.92
1017,333,364,1,6026.85
1018,333,342,4,2036.46
1019,334,253,4,2797.42
1020,334,46,2,922.81
1021,335,400,1,3874.31
1022,335,161,4,6112.98
1023,336,212,3,155.74
1024,336,433,1,3901.17
1025,336,18,2,3961.8
1026,336,442,4,6554.24
1027,337,252,3,4468.34
1028,338,121,3,704.52
1029,338,386,3,988.77
1030,338,391,1,2831.62
1031,339,404,1,5691.79
1032,339,315,3,1950.17
1033,340,478,3,4700.05
1034,340,440,1,1786.05
1035,340,140,3,4644.31
1036,340,407,3,5614.76
1037,341,153,3,7154.27
1038,341,134,1,4419.51
1039,341,110,3,6959.37
1040,341,265,2,5984.67
1041,341,16,2,3318.23
1042,342,1,2,2876.42
1043,342,32,3,4203.79
1044,342,382,4,5869.03
1045,342,70,1,2952.71
1046,342,249,2,6139.17
1047,343,438,2,3420.48
1048,343,219,3,1512.13
1049,344,223,1,830.78
1050,345,37,3,1174.23
1051,345,438,4,3420.48
1052,345,351,2,5407.74
1053,345,115,4,2916.37
1054,346,114,2,1305.47
1055,346,322,1,3077.91
1056,346,147,3,2549.32
1057,346,271,3,740.94
1058,346,389,4,1828.56
1059,347,228,4,5999.41
1060,348,309,3,825.37
1061,349,281,3,767.61
1062,349,315,1,1950.17
1063,350,75,3,3885.28
1064,350,471,2,1844.85
1065,350,23,1,4519.4
1066,350,428,4,3337.91
1067,351,200,4,3146.05
1068,351,192,1,1522.05
1069,352,368,3,3127.98
1070,353,372,4,2126.62
1071,353,436,2,6428.91
1072,353,136,1,6859.2
1073,354,174,4,2623.77
1074,354,76,4,3624.25
1075,354,404,1,5691.79
